name,hp,atk,def,spatk,spdef,spd
Flygon,0,1,0,0,0,2
Cacnea,0,0,0,1,0,0
Cacturne,0,1,0,1,0,0
Swablu,0,0,0,0,1,0
Mega Altaria,0,0,0,0,2,0
Altaria,0,0,0,0,2,0
Zangoose,0,2,0,0,0,0
Seviper,0,1,0,1,0,0
Lunatone,0,0,0,2,0,0
Solrock,0,2,0,0,0,0
Barboach,1,0,0,0,0,0
Whiscash,2,0,0,0,0,0
Corphish,0,1,0,0,0,0
Crawdaunt,0,2,0,0,0,0
Baltoy,0,0,0,0,1,0
Claydol,0,0,0,0,2,0
Lileep,0,0,0,0,1,0
Cradily,0,0,0,0,2,0
Anorith,0,1,0,0,0,0
Armaldo,0,2,0,0,0,0
Feebas,0,0,0,0,0,1
Milotic,0,0,0,0,2,0
Castform,1,0,0,0,0,0
Kecleon,0,0,0,0,1,0
Shuppet,0,1,0,0,0,0
Banette,0,2,0,0,0,0
Mega Banette,0,2,0,0,0,0
Duskull,0,0,0,0,1,0
Dusclops,0,0,1,0,1,0
Tropius,2,0,0,0,0,0
Chimecho,0,0,0,1,1,0
Mega Absol,0,2,0,0,0,0
Absol,0,2,0,0,0,0
Wynaut,1,0,0,0,0,0
Snorunt,1,0,0,0,0,0
Mega Glalie,2,0,0,0,0,0
Glalie,2,0,0,0,0,0
Spheal,1,0,0,0,0,0
Sealeo,2,0,0,0,0,0
Walrein,3,0,0,0,0,0
Clamperl,0,0,1,0,0,0
Huntail,0,1,1,0,0,0
Gorebyss,0,0,0,2,0,0
Relicanth,1,0,1,0,0,0
Luvdisc,0,0,0,0,0,1
Bagon,0,1,0,0,0,0
Shelgon,0,0,2,0,0,0
Mega Salamence,0,3,0,0,0,0
Salamence,0,3,0,0,0,0
Beldum,0,0,1,0,0,0
Metang,0,0,2,0,0,0
Metagross,0,0,3,0,0,0
Mega Metagross,0,0,3,0,0,0
Regirock,0,0,3,0,0,0
Regice,0,0,0,0,3,0
Registeel,0,0,2,0,1,0
Mega Latias,0,0,0,0,3,0
Latias,0,0,0,0,3,0
Latios,0,0,0,3,0,0
Mega Latios,0,0,0,3,0,0
Primal Kyogre,0,0,0,3,0,0
Kyogre,0,0,0,3,0,0
Primal Groudon,0,3,0,0,0,0
Groudon,0,3,0,0,0,0
Mega Rayquaza,0,2,0,1,0,0
Rayquaza,0,2,0,1,0,0
Jirachi,3,0,0,0,0,0
Deoxys,0,1,0,1,0,1
Deoxys Defense,0,0,2,0,1,0
Deoxys Attack,0,2,0,1,0,0
Deoxys Speed,0,0,0,0,0,3
Turtwig,0,1,0,0,0,0
Grotle,0,1,1,0,0,0
Torterra,0,2,1,0,0,0
Chimchar,0,0,0,0,0,1
Monferno,0,0,0,1,0,1
Infernape,0,1,0,1,0,1
Piplup,0,0,0,1,0,0
Prinplup,0,0,0,2,0,0
Empoleon,0,0,0,3,0,0
Starly,0,0,0,0,0,1
Staravia,0,0,0,0,0,2
Staraptor,0,3,0,0,0,0
Bidoof,1,0,0,0,0,0
Bibarel,0,2,0,0,0,0
Kricketot,0,0,1,0,0,0
Kricketune,0,2,0,0,0,0
Shinx,0,1,0,0,0,0
Luxio,0,2,0,0,0,0
Luxray,0,3,0,0,0,0
Budew,0,0,0,1,0,0
Roserade,0,0,0,3,0,0
Cranidos,0,1,0,0,0,0
Rampardos,0,2,0,0,0,0
Shieldon,0,0,1,0,0,0
Bastiodon,0,0,2,0,0,0
Burmy,0,0,0,0,1,0
Wormadam,0,0,0,0,2,0
Mothim,0,1,0,1,0,0
Combee,0,0,0,0,0,1
Vespiquen,0,0,1,0,1,0
Pachirisu,0,0,0,0,0,1
Buizel,0,0,0,0,0,1
Floatzel,0,0,0,0,0,2
Cherubi,0,0,0,1,0,0
Cherrim,0,0,0,2,0,0
Shellos,1,0,0,0,0,0
Gastrodon,2,0,0,0,0,0
Ambipom,0,0,0,0,0,2
Drifloon,1,0,0,0,0,0
Drifblim,2,0,0,0,0,0
Buneary,0,0,0,0,0,1
Mega Lopunny,0,0,0,0,0,2
Lopunny,0,0,0,0,0,2
Mismagius,0,0,0,1,1,0
Honchkrow,0,2,0,0,0,0
Glameow,0,0,0,0,0,1
Purugly,0,0,0,0,0,2
Chingling,0,0,0,1,0,0
Stunky,0,0,0,0,0,1
Skuntank,2,0,0,0,0,0
Bronzor,0,0,1,0,0,0
Bronzong,0,0,1,0,1,0
Bonsly,0,0,1,0,0,0
Mime Jr,0,0,0,0,1,0
Happiny,1,0,0,0,0,0
Chatot,0,1,0,0,0,0
Spiritomb,0,0,1,0,1,0
Gible,0,1,0,0,0,0
Gabite,0,2,0,0,0,0
Garchomp,0,3,0,0,0,0
Mega Garchomp,0,3,0,0,0,0
Munchlax,1,0,0,0,0,0
Riolu,0,1,0,0,0,0
Lucario,0,1,0,1,0,0
Mega Lucario,0,1,0,1,0,0
Hippopotas,0,0,1,0,0,0
Hippowdon,0,0,2,0,0,0
Skorupi,0,0,1,0,0,0
Drapion,0,0,2,0,0,0
Croagunk,0,1,0,0,0,0
Toxicroak,0,2,0,0,0,0
Carnivine,0,2,0,0,0,0
Finneon,0,0,0,0,0,1
Lumineon,0,0,0,0,0,2
Mantyke,0,0,0,0,1,0
Snover,0,1,0,0,0,0
Abomasnow,0,1,0,1,0,0
Mega Abomasnow,0,1,0,1,0,0
Weavile,0,1,0,0,0,1
Magnezone,0,0,0,3,0,0
Lickilicky,3,0,0,0,0,0
Rhyperior,0,3,0,0,0,0
Tangrowth,0,0,2,0,0,0
Electivire,0,3,0,0,0,0
Magmortar,0,0,0,3,0,0
Togekiss,0,0,0,2,1,0
Yanmega,0,2,0,0,0,0
Leafeon,0,0,2,0,0,0
Glaceon,0,0,0,2,0,0
Gliscor,0,0,2,0,0,0
Mamoswine,0,3,0,0,0,0
Porygonz,0,0,0,3,0,0
Mega Gallade,0,3,0,0,0,0
Gallade,0,3,0,0,0,0
Probopass,0,0,1,0,2,0
Dusknoir,0,0,1,0,2,0
Froslass,0,0,0,0,0,2
Rotom,0,0,0,1,0,1
Uxie,0,0,2,0,1,0
Mesprit,0,1,0,1,1,0
Azelf,0,2,0,1,0,0
Dialga,0,0,0,3,0,0
Palkia,0,0,0,3,0,0
Heatran,0,0,0,3,0,0
Regigigas,0,3,0,0,0,0
Origin Giratina,3,0,0,0,0,0
Giratina,3,0,0,0,0,0
Cresselia,0,0,0,0,3,0
Phione,1,0,0,0,0,0
Manaphy,3,0,0,0,0,0
Darkrai,0,0,0,2,0,1
Shaymin Sky,0,0,0,0,0,3
Shaymin,3,0,0,0,0,0
Arceus,3,0,0,0,0,0
Victini,3,0,0,0,0,0
Snivy,0,0,0,0,0,1
Servine,0,0,0,0,0,2
Serperior,0,0,0,0,0,3
Tepig,1,0,0,0,0,0
Pignite,0,2,0,0,0,0
Emboar,0,3,0,0,0,0
Oshawott,0,0,0,1,0,0
Dewott,0,0,0,2,0,0
Samurott,0,0,0,3,0,0
Patrat,0,1,0,0,0,0
Watchog,0,2,0,0,0,0
Lillipup,0,1,0,0,0,0
Herdier,0,2,0,0,0,0
Stoutland,0,3,0,0,0,0
Purrloin,0,0,0,0,0,1
Liepard,0,0,0,0,0,2
Pansage,0,0,0,0,0,1
Simisage,0,0,0,0,0,2
Pansear,0,0,0,0,0,1
Simisear,0,0,0,0,0,2
Panpour,0,0,0,0,0,1
Simipour,0,0,0,0,0,2
Munna,1,0,0,0,0,0
Musharna,2,0,0,0,0,0
Pidove,0,1,0,0,0,0
Tranquill,0,2,0,0,0,0
Unfezant,0,3,0,0,0,0
Blitzle,0,0,0,0,0,1
Zebstrika,0,0,0,0,0,2
Roggenrola,0,0,1,0,0,0
Boldore,0,1,1,0,0,0
Gigalith,0,3,0,0,0,0
Woobat,0,0,0,0,0,1
Swoobat,0,0,0,0,0,2
Drilbur,0,1,0,0,0,0
Excadrill,0,2,0,0,0,0
Audino,2,0,0,0,0,0
Mega Audino,2,0,0,0,0,0
Timburr,0,1,0,0,0,0
Gurdurr,0,2,0,0,0,0
Conkeldurr,0,3,0,0,0,0
Tympole,0,0,0,0,0,1
Palpitoad,2,0,0,0,0,0
Seismitoad,3,0,0,0,0,0
Throh,2,0,0,0,0,0
Sawk,0,2,0,0,0,0
Sewaddle,0,0,1,0,0,0
Swadloon,0,0,2,0,0,0
Leavanny,0,3,0,0,0,0
Venipede,0,0,1,0,0,0
Whirlipede,0,0,2,0,0,0
Scolipede,0,0,0,0,0,3
Cottonee,0,0,0,0,0,1
Whimsicott,0,0,0,0,0,2
Petilil,0,0,0,1,0,0
Lilligant,0,0,0,2,0,0
Basculin,0,0,0,0,0,2
Sandile,0,1,0,0,0,0
Krokorok,0,2,0,0,0,0
Krookodile,0,3,0,0,0,0
Darumaka,0,1,0,0,0,0
Galarian Darumaka,0,1,0,0,0,0
Galarian Darmanitan,0,0,0,2,0,0
Darmanitan,0,2,0,0,0,0
Maractus,0,0,0,2,0,0
Dwebble,0,0,1,0,0,0
Crustle,0,0,2,0,0,0
Scraggy,0,1,0,0,0,0
Scrafty,0,0,1,0,1,0
Sigilyph,0,0,0,2,0,0
Galarian Yamask,0,0,1,0,0,0
Yamask,0,0,1,0,0,0
Cofagrigus,0,0,2,0,0,0
Tirtouga,0,0,1,0,0,0
Carracosta,0,0,2,0,0,0
Archen,0,1,0,0,0,0
Archeops,0,2,0,0,0,0
Trubbish,0,0,0,0,0,1
Garbodor,0,2,0,0,0,0
Zorua,0,0,0,1,0,0
Zoroark,0,0,0,2,0,0
Minccino,0,0,0,0,0,1
Cinccino,0,0,0,0,0,2
Gothita,0,0,0,0,1,0
Gothorita,0,0,0,0,2,0
Gothitelle,0,0,0,0,3,0
Solosis,0,0,0,1,0,0
Duosion,0,0,0,2,0,0
Reuniclus,0,0,0,3,0,0
Ducklett,1,0,0,0,0,0
Swanna,0,0,0,0,0,2
Vanillite,0,0,0,1,0,0
Vanillish,0,0,0,2,0,0
Vanilluxe,0,0,0,3,0,0
Deerling,0,0,0,0,0,1
Sawsbuck,0,2,0,0,0,0
Emolga,0,0,0,0,0,2
Karrablast,0,1,0,0,0,0
Escavalier,0,2,0,0,0,0
Foongus,1,0,0,0,0,0
Amoonguss,2,0,0,0,0,0
Frillish,0,0,0,0,1,0
Jellicent,0,0,0,0,2,0
Alomomola,2,0,0,0,0,0
Joltik,0,0,0,0,0,1
Galvantula,0,0,0,0,0,2
Ferroseed,0,0,1,0,0,0
Ferrothorn,0,0,2,0,0,0
Klink,0,0,1,0,0,0
Klang,0,0,2,0,0,0
Klinklang,0,0,3,0,0,0
Tynamo,0,0,0,0,0,1
Eelektrik,0,2,0,0,0,0
Eelektross,0,3,0,0,0,0
Elgyem,0,0,0,1,0,0
Beheeyem,0,0,0,2,0,0
Litwick,0,0,0,1,0,0
Lampent,0,0,0,2,0,0
Chandelure,0,0,0,3,0,0
Axew,0,1,0,0,0,0
Fraxure,0,2,0,0,0,0
Haxorus,0,3,0,0,0,0
Cubchoo,0,1,0,0,0,0
Beartic,0,2,0,0,0,0
Cryogonal,0,0,0,0,2,0
Shelmet,0,0,1,0,0,0
Accelgor,0,0,0,0,0,2
Galarian Stunfisk,2,0,0,0,0,0
Stunfisk,2,0,0,0,0,0
Mienfoo,0,1,0,0,0,0
Mienshao,0,2,0,0,0,0
Druddigon,0,2,0,0,0,0
Golett,0,1,0,0,0,0
Golurk,0,2,0,0,0,0
Pawniard,0,1,0,0,0,0
Bisharp,0,2,0,0,0,0
Bouffalant,0,2,0,0,0,0
Rufflet,0,1,0,0,0,0
Braviary,0,2,0,0,0,0
Vullaby,0,0,1,0,0,0
Mandibuzz,0,0,0,2,0,0
Heatmor,0,0,0,2,0,0
Durant,0,0,2,0,0,0
Deino,0,1,0,0,0,0
Zweilous,0,2,0,0,0,0
Hydreigon,0,0,0,3,0,0
Larvesta,0,1,0,0,0,0
Volcarona,0,0,0,3,0,0
Cobalion,0,0,3,0,0,0
Terrakion,0,3,0,0,0,0
Virizion,0,0,0,0,3,0
Tornadus Therian,0,0,0,0,0,3
Tornadus,0,3,0,0,0,0
Thundurus Therian,0,0,0,3,0,0
Thundurus,0,3,0,0,0,0
Reshiram,0,0,0,3,0,0
Zekrom,0,3,0,0,0,0
Landorus,0,0,0,3,0,0
Landorus Therian,0,3,0,0,0,0
Black Kyurem,0,3,0,0,0,0
Kyurem,1,1,0,1,0,0
White Kyurem,0,0,0,3,0,0
Keldeo,0,0,0,3,0,0
Meloetta Pirouette,0,1,1,0,0,1
Meloetta,0,0,0,1,1,1
Genesect,0,1,0,1,0,1
Chespin,0,0,1,0,0,0
Quilladin,0,0,2,0,0,0
Chesnaught,0,0,3,0,0,0
Fennekin,0,0,0,1,0,0
Braixen,0,0,0,2,0,0
Delphox,0,0,0,3,0,0
Froakie,0,0,0,0,0,1
Frogadier,0,0,0,0,0,2
Greninja,0,0,0,0,0,3
Ash Greninja,0,0,0,0,0,3
Bunnelby,0,0,0,0,0,1
Diggersby,2,0,0,0,0,0
Fletchling,0,0,0,0,0,1
Fletchinder,0,0,0,0,0,2
Talonflame,0,0,0,0,0,3
Scatterbug,0,0,1,0,0,0
Spewpa,0,0,2,0,0,0
Vivillon,1,0,0,1,0,1
Litleo,0,0,0,1,0,0
Pyroar,0,0,0,2,0,0
Flabebe,0,0,0,0,1,0
Floette,0,0,0,0,2,0
Florges,0,0,0,0,3,0
Skiddo,1,0,0,0,0,0
Gogoat,2,0,0,0,0,0
